,Left_Eyes,Right_Eyes
0,0.14496762409148314,0.1393693046821693
1,0.14488365464696498,0.14945448970376818
2,0.13338768564869832,0.1321830420604691
3,0.13490080939976337,0.13412495397218263
4,0.13142429545180165,0.1307495381416025
5,0.13127445558044545,0.12946730708695697
6,0.13568439362717827,0.13320919155196842
7,0.13166469592574623,0.1284884533493458
8,0.13267595607296492,0.12983982494289717
9,0.1278965785097982,0.12539745742061065
10,0.12223721592283965,0.12134796650259895
11,0.12349582262380868,0.12285768830595213
12,0.1161169263675431,0.11655413984047745
13,0.11778794026798839,0.11768455112507108
14,0.12306199998983294,0.12167256717503164
15,0.12143624034380689,0.1201027872861576
16,0.1224511290918449,0.12212589871909572
17,0.12190428674998272,0.1226923593228397
18,0.12050801269508601,0.1210773052393418
19,0.11607057479716176,0.11645645600810575
20,0.11711376954762989,0.11678798174202465
21,0.1160264476281424,0.1163462721029374
22,0.11927837363037343,0.11856934437935916
23,0.123697490848591,0.12275461187900126
24,0.13126698630156133,0.12968399937199093
25,0.13278362605106867,0.1309739984220454
26,0.12527958219745947,0.12458998273664003
27,0.12714249329571123,0.12621239411413704
28,0.12617278837031654,0.12549094708656466
29,0.12825445880290154,0.1265537066333656
30,0.12332825989795732,0.12140291521832546
31,0.12114618944596489,0.12012206563635607
32,0.11531783959999506,0.1147730551393779
33,0.11596950465709688,0.11451635169221314
34,0.11443450308098582,0.11297126267231823
35,0.1215867161481038,0.1189447814058158
36,0.11722157704908212,0.1156606106129743
37,0.12285461508396076,0.1252745263411904
38,0.1267815540819588,0.12689745505238406
39,0.12222492104421777,0.12260392547307473
40,0.11815444705386395,0.11950082109672579
41,0.12426665691517252,0.12563502909188856
42,0.12153060935277142,0.12203572376208066
43,0.12634184806981422,0.12749795087950871
44,0.12467460729313529,0.12475345239425398
45,0.12123600999292564,0.12131412689249223
46,0.1211749370195023,0.12175899295833957
47,0.11898155614820269,0.12078270862161035
48,0.1257880393945138,0.12707290548822753
49,0.12140745736847612,0.12342886872792405
50,0.11704612821993994,0.11736931476766528
51,0.13106224110467324,0.13381610982630116
52,0.1258201718458884,0.12669299577823767
53,0.1268213616527856,0.13072027464158578
54,0.13552542417342844,0.13990384909757075
55,0.1309181683914973,0.13415528473685762
56,0.1305914524451159,0.13072539251682566
57,0.11786925934469719,0.11859936715446633
58,0.13756514449603754,0.1391941245279557
59,0.13206226561776538,0.1324713747385771
60,0.1303698847943737,0.1322856544367351
61,0.1371089648025069,0.13841205296595477
62,0.11202639427478234,0.11207290080644822
63,0.13595126368648985,0.14176554392399346
64,0.13581449430444062,0.13439588833642327
65,0.12189151002183307,0.12305495592568086
66,0.12897980363207637,0.12845497459671032
67,0.12890826926396495,0.12805322936896707
68,0.12508014803806808,0.1270313293310959
69,0.12260076434903217,0.12439824372473539
70,0.1219769018747546,0.1231112780928097
71,0.12840857461544217,0.12835233468618706
72,0.12587981850290775,0.12572545673542806
73,0.12381921201345669,0.12570601185089791
74,0.12174483280960986,0.124793229755475
