,Left_Eyes,Right_Eyes
0,0.18580586592518875,0.1823331023026946
1,0.19542634147822852,0.1960097683020579
2,0.18887373071807315,0.18610770589106435
3,0.19549527085871576,0.1916113404923726
4,0.18984860113156318,0.18973726851622374
5,0.19842449307982313,0.1992545680685988
6,0.1961983426752098,0.1963075779191058
7,0.19226516154726223,0.19273831092511484
8,0.1969478483301647,0.19775268542379681
9,0.19596080628052887,0.1959304227498416
10,0.18903398788911882,0.18734923226266198
11,0.19277718193227467,0.19283887174772435
12,0.1901649913265951,0.18931334026003752
13,0.18794609136039125,0.18805374197959757
14,0.16987330765907532,0.17397867807570835
15,0.17742531895255498,0.17923920026276632
16,0.1804858005554813,0.18233374010705225
17,0.1817436346904156,0.1844898075598766
18,0.17919298899349587,0.18108034172044404
19,0.18355518574359145,0.18553742169848883
20,0.18579590168721033,0.18920124628521331
21,0.1877394710535807,0.1932168814884623
22,0.1864364604514486,0.18998085884657331
23,0.18392852026533715,0.18780944933101648
24,0.1886402216141576,0.19269820814302288
25,0.19286939958050794,0.19678847004194716
26,0.19050028669534433,0.19470212051365604
27,0.1918743774921029,0.19585856982459854
28,0.192403314443055,0.1966560340689521
29,0.1910289515914705,0.19498511997880538
30,0.19416963816441887,0.19821944081850423
31,0.19657304861777686,0.2002018777461665
32,0.1909566502099381,0.19463081897624582
33,0.19256465829554353,0.19459723581529387
34,0.18941390628623045,0.19196128070069512
35,0.19128174360710704,0.1950343763327878
36,0.19094365769764443,0.19565352122873994
37,0.19267543218326258,0.1962162059287592
38,0.19244965009931878,0.1949690597683556
39,0.19451052462543064,0.19724793292216236
40,0.19799501218993104,0.20002755645678738
41,0.1932817887117403,0.19467309544475622
42,0.19696588107602758,0.20001889018727312
43,0.19303754018441696,0.19659531498481714
44,0.19176782693891387,0.19658407043678633
45,0.19584284005244781,0.19851494241669018
46,0.19230507873508979,0.19734069290638767
47,0.18825284387686672,0.19097222817377327
48,0.1931736722923333,0.19517152784674704
49,0.19413038159394208,0.19693643145742226
50,0.19061050526344483,0.19286665216449644
51,0.20062590994773596,0.19973591988420147
52,0.19293012106677537,0.19596460602879964
53,0.1817953166044345,0.18857828157031
54,0.19731278862650456,0.1975649198948384
55,0.19156905249978437,0.1949732200627751
56,0.20091446851557124,0.2043944996196775
57,0.19551026623873757,0.20288469762712583
58,0.18807881336691407,0.19038428090242213
59,0.1911221345488381,0.1939973545088922
60,0.19182022405737795,0.19369161159556617
61,0.19411834888733803,0.19745075581510207
62,0.19403429993671673,0.19794616795118417
63,0.19678483703488026,0.1993607268389022
64,0.19901558375577033,0.2009987770541122
65,0.19720818959394837,0.19974583240307772
66,0.19876441775036505,0.20080971777280826
67,0.19281853960064552,0.19342215389143202
68,0.19504756161006484,0.19755454938205952
69,0.1950454856538845,0.19718879223331987
70,0.19301792006194507,0.1950053030472905
71,0.19497483412919875,0.19699009772720688
72,0.19639663833153054,0.20037251351449847
73,0.1961507715236427,0.1983782136561671
74,0.19628599365481877,0.1995033427968166
75,0.19079054663465708,0.19410362829985475
76,0.18869071734506151,0.19207479060461075
77,0.18804278739498365,0.1910859906902465
78,0.19107302603598508,0.19461425701554164
79,0.1942247859991068,0.19759176881785376
80,0.1961420514825803,0.19812918190141254
81,0.19698150182664784,0.2003928081187997
82,0.20630662175775635,0.2130280764524312
83,0.19767453975662314,0.20162013323355238
84,0.19665262476171488,0.20019041658258563
