,Left_Eyes,Right_Eyes
0,0.16339054727005164,0.148607639963309
1,0.1238943819760477,0.12360771269132766
2,0.11135296420339036,0.1202935024224454
3,0.10780153465334906,0.1147609131416077
4,0.10910181859105399,0.1111948954022732
5,0.101732517116883,0.10467732402741059
6,0.10521438290850789,0.10393957591122573
7,0.09706751146004346,0.09300266598688159
8,0.10658656505944615,0.10127095291370797
9,0.1071394452792196,0.10320951960228823
10,0.10487947223638613,0.10143630840851835
11,0.11902960429563403,0.11427633155580959
12,0.11335510777332856,0.10896990691629228
13,0.1154885327344399,0.10961842444172867
14,0.10863633425136338,0.1000317575554215
15,0.09951435884137011,0.09227288445840273
16,0.10793150350305647,0.09900710806412905
17,0.10139118376169583,0.08813316249994946
18,0.11035711039799712,0.09728081776157053
19,0.11022764132624342,0.09638271497349464
20,0.12085819283102286,0.1099049362024223
21,0.11765105133212934,0.10162880447137312
22,0.11309986598265238,0.10039424429605746
23,0.11670994272614348,0.10251126726544606
24,0.10497360848079487,0.09832070406822407
25,0.10506297572221389,0.09336649107938702
26,0.09708422790686264,0.08751360356002012
27,0.10421534037822017,0.09387189632739393
28,0.11740996128319581,0.1054642967227233
29,0.11516554998391434,0.10526150608516952
30,0.11243650018994353,0.10088775684607806
31,0.1349167937406095,0.1214382049857622
32,0.12581641298271187,0.114889728939238
33,0.1187087596170523,0.11016894551368323
34,0.1255696654590408,0.11410437264840709
35,0.13709072844299602,0.1269400367182931
36,0.11661025295285703,0.110867484948283
37,0.09742610194158355,0.09131293877829286
38,0.09972040862614848,0.09494196231906048
39,0.08980394606001037,0.08055177447889286
40,0.09099896721285536,0.08291971691926588
41,0.10006291860645385,0.09135712628415721
42,0.10814374566236044,0.09921467834355926
43,0.0989487316632615,0.09372760416517234
44,0.10309223703703915,0.09774749088837881
45,0.10692945215201001,0.10583121373758485
46,0.12188940656617779,0.11776008063914109
47,0.11306860377992428,0.10624261300109608
48,0.1185194982670441,0.11350721559068964
49,0.11412928265311349,0.10507994532910148
50,0.11769541152683875,0.10866677256485932
51,0.12530360617988778,0.11769970861978242
52,0.12095050022346551,0.11053983473689045
53,0.1244165894679502,0.11361124779336972
54,0.11323451373832255,0.10507425725723384
55,0.12652604024817907,0.11468720302404146
56,0.13599470350911322,0.12298234208501116
57,0.12821374290184065,0.11372781353290978
58,0.12030212077079579,0.10816433111457566
59,0.1218467890660898,0.10884982788766405
60,0.12283177391774452,0.10833041629080797
61,0.13409793690347002,0.12120672227945986
62,0.13174163001969463,0.12044799603640115
63,0.1339869830437235,0.12098681250715485
64,0.12601696988549155,0.11454742678716506
65,0.12588634496001677,0.11423361515582889
66,0.11630257094784636,0.10594950545174635
67,0.12731982126722333,0.11380224336339556
68,0.11658145955270044,0.10514568561202865
69,0.11361049884731564,0.10012086671776965
70,0.11517992867733792,0.10214232463188469
71,0.11277820628183599,0.09885760670167063
72,0.10979913074837118,0.09760557398379897
73,0.11508442767965738,0.10335473157157467
74,0.10923677030881285,0.09730646035351027
75,0.11722719737803335,0.10530752724962957
76,0.10384930547727181,0.090462509257135
77,0.1111563776134526,0.10174408335267505
78,0.12081028887344877,0.11201547484382134
79,0.112198515351094,0.10694158375564021
80,0.1212836697884997,0.11471577522197171
81,0.11558324739134587,0.10833529790122616
82,0.11250285216883069,0.10457027810276295
83,0.12364720484725629,0.11305813620812713
84,0.1260223830314546,0.1179302775218881
85,0.13839159421186348,0.1267090245753635
86,0.12430929517605312,0.11420081519273081
87,0.13859032294657836,0.12745023479126175
88,0.13947330881413914,0.1270638452447123
89,0.13332132564115082,0.12352092674134726
90,0.13014834609881237,0.12188305113512377
91,0.1327379919443775,0.1250302606399705
92,0.11731364913662065,0.10885502514951877
93,0.12845115199271362,0.12051148259555657
94,0.1251481427435491,0.11814360647023055
95,0.12300348627335012,0.1165058279634395
96,0.1266757536485517,0.11818880397995044
97,0.11207029034159471,0.10550240490195599
98,0.10873237159461144,0.09972982812123124
99,0.10826744584754991,0.10117012456001263
100,0.10665609535867791,0.1010337795673653
101,0.11388000752641336,0.1060476305568076
102,0.10035613658852571,0.09332406276708873
103,0.11031225508542042,0.10009771928360056
104,0.12078400822021874,0.10913336076031553
105,0.12218066819296308,0.10740250716417207
106,0.12499450420586693,0.11398222586245374
107,0.1374188766694101,0.13209413700366576
108,0.117912009010921,0.10736513223458004
109,0.11345195411616243,0.10095436769797138
110,0.10064107656399034,0.09514609919188385
111,0.09550962579095845,0.09471952044093958
112,0.08055330464171544,0.08266605678339771
113,0.09740379872575418,0.09854080147577966
114,0.09561636702090999,0.09334418125170107
